06625,EQUIPAMENTO / ACESSORIO - ALPINISMO,84
06983,ESPADA COM BAINHA,84
07090,ESTANDARTE,84
07289,FARDAMENTO / ACESSÓRIO,84
07578,FITA TUBULAR,84
07820,FRALDA REUTILIZAVEL,84
08039,GORRO MASCULINO,84
08096,GRAVATA,84
08117,PORTA GUARDA-CHUVAS,84
08118,GUARDA-PÓ,84
08382,INSIGNIA DE USO PESSOAL,84
08518,JALECO,84
08524,JAPONA,84
08525,JAQUETA COM MASCARA - APICOLA,84
08526,JAQUETA FEMININA,84
08565,PEÇA / ACESSÓRIO CAPACETE,84
08769,LENCO DE TECIDO,84
08827,LIGA FEMININA,84
08974,LUVA PROTEÇÃO,84
08978,LUVA PVC,84
09028,MALA,84
09029,MALA PARA ROUPA,84
09044,MALETA,84
09045,MALETA NOTEBOOK,84
09495,VESTUÁRIO ESPECIAL / ACESSÓRIOS,84
09581,MEIA VESTUÁRIO MASCULINO,84
09831,MOCHILA,84
10148,OCULOS PROTECAO - RAIOS SOLARES,84
10317,PALETÓ,84
10484,PASTA EXECUTIVA,84
10578,PEDESTAL DE MALA,84
10833,CARTÃO IDENTIFICAÇÃO,84
11038,PORTA-DOCUMENTOS,84
11043,PORTA-JÓIAS,84
11066,PORTA CASSETETES,84
11167,PRENDEDOR DE CRACHÁ,84
11168,PRENDEDOR DE GRAVATA,84
11502,REDE DE DORMIR,84
11851,ROUPA INTIMA INFANTIL,84
11852,ROUPA PROTEÇÃO FIM ESPECÍFICO,84
11853,ROUPAO MASCULINO,84
11892,SACO DE EQUIPAMENTO PESSOAL,84
11943,SAPATO MASCULINO,84
12305,SUÉTER,84
12448,SUSPENSORIO ( VESTUARIO ),84
12629,TÊNIS,84
12678,TERNO,84
12848,TOUCA,84
12858,TRAJE SOCIAL FEMININO,84
12859,TRAJE SOCIAL MASCULINO,84
12860,TRAJE USUAL INFANTIL,84
13131,TURBANTE FEMININO,84
13197,ECHARPE,84
13198,UNIFORME MASCULINO,84
13242,VALISE DE ROUPA,84
13401,CAPA COLETE BALÍSTICO,84
13403,VESTUARIO ANTIGRAVITACIONAL,84
13405,VESTUÁRIO DE SEGURANÇA,84
13406,VESTUARIO EXTERNO FEMININO,84
13407,VESTUÁRIO PARA COMBATE,84
13408,VESTUARIO PARA DESPORTO / UNIFORME ESPORTIVO,84
13409,SHORT FEMININO,84
13410,VESTUÁRIO PARA PROTEÇÃO,84
13411,VESTUARIO PRESSURIZADO,84
13412,VESTUARIO PROTECAO - BAIXA TEMPERATURA,84
13413,SAPATO SEGURANÇA,84
13584,LUVA TIPO SOCIAL,84
13595,MEIA DE VESTUARIO FEMININO,84
13647,BERMUDA,84
14085,CALÇA,84
14086,CAMISA UNIFORME,84
14162,CALÇA PROFISSIONAL,84
14269,COLETE IDENTIFICAÇÃO,84
14313,BOLSA NECESSIDADES PESSOAIS,84
14316,CALÇA UNIFORME SEGURANÇA,84
14318,BONÉ,84
14380,PORTA DOCUMENTOS,84
14488,COTURNO COMBATE INCÊNDIO,84
14605,VESTUÁRIO PROTEÇÃO,84
15158,CHORÃO,84
15194,UNIFORME HISTÓRICO DRAGÃO,84
15248,PASSADOR,84
15257,COLETE,84
15469,TURBANTE MASCULINO,84
15562,BRAÇAL,84
15779,BOTOM,84
16028,BLUSÃO,84
16428,BLUSA UNIFORME,84
16506,ROUPÃO ESPORTIVO,84
16510,UNIFORME FEMININO,84
16516,AGASALHO DESPORTIVO,84
16640,SANDÁLIA FEMININA,84
17271,VESTUÁRIO EXTERNO FEMININO,84
17272,CANELEIRA ANTITUMULTO,84
17273,"ROUPAS ÍNTIMAS E PARA DORMIR, MASCULINAS",84
17274,"ROUPAS ÍNTIMAS E PARA DORMIR, FEMININAS",84
17275,CALÇADOS MASCULINOS,84
17276,CALÇADOS FEMININOS,84
17277,TORÇAL,84
17278,"MEIAS, LUVAS E OUTROS COMPLEMENTOS DO VESTUÁRIO FEMININO",84
17279,VESTUÁRIO INFANTO-JUVENIL E COMPLEMENTOS,84
17280,DISTINTIVOS E INSÍGNIAS,84
17281,BAGAGENS,84
17282,CADEIRA PARA AUTOMÓVEL,84
17283,ROUPAS DE PROTEÇÃO CONTRA PROJÉTEIS,84
17284,VESTUÁRIO ESPECIALIZADO PARA VÔO E ACESSÓRIOS,84
17513,SAPATILHA FEMININA,84
17739,FIVELA,84
17753,GRAMPO FIXAÇÃO,84
17791,TOGA,84
17983,UNIFORME PROFISSIONAL,84
18330,REGULADOR,84
18479,VENDA OLHOS,84
18553,SAPATILHA,84
18582,TONFA,84
18800,CACHECOL,84
18989,UNIFORME ESCOLAR,84
19041,GRAVATA FEMININA,84
